customer_id,date,region,age,purchase_amount,visit_count,category,membership_level,satisfaction_score,purchase_channel
1256,2023-09-12,인천,45.0,171800.25,10,전자제품,골드,5.0,온라인
1074,2023-04-01,대전시,29.0,37650.25,3,도서,일반,2.0,오프라인
1122,2023-11-29,서울,53.0,72500.50,9,식품,VIP,5.0,모바일
1189,2023-02-16,광주시,37.0,48100.75,6,가구,실버,3.0,온라인
1056,2023-10-02,부산,42.0,56950.00,7,의류,골드,4.0,모바일
1204,2023-07-30,서울,,187900.50,11,전자제품,VIP,5.0,온라인
1043,2023-01-26,인천,33.0,43300.00,5,식품,실버,3.0,오프라인
1175,2023-12-13,대구광역시,48.0,65500.50,8,도서,골드,4.0,모바일
1118,2023-08-25,서울,30.0,39600.25,4,가구,일반,3.0,온라인
1265,2023-03-23,경기,51.0,215000.75,12,전자제품,VIP,5.0,오프라인
1092,2023-05-19,부산시,36.0,47250.00,6,의류,실버,3.0,모바일
1152,2023-09-29,대전,44.0,59300.50,7,식품,골드,4.0,온라인
1072,2023-04-07,서울,27.0,35650.75,3,도서,일반,2.0,오프라인
1174,2023-11-16,인천,49.0,67300.50,8,가구,VIP,,모바일
1126,2023-02-02,서울특별시,35.0,45350.50,5,전자제품,실버,3.0,온라인
1243,2023-06-24,광주,43.0,182500.25,10,의류,골드,5.0,오프라인
1131,2023-07-17,부산,28.0,36450.00,3,식품,일반,2.0,모바일
1196,2023-03-26,경기 지역,50.0,68900.25,9,도서,VIP,4.0,온라인
1102,2023-09-07,서울,36.0,47250.00,6,가구,실버,3.0,오프라인
1058,2023-04-23,인천,,32750.00,2,의류,일반,2.0,모바일
1157,2023-10-09,대구,43.0,58600.50,7,전자제품,골드,4.0,온라인
1204,2023-01-13,서울,30.0,39600.25,4,식품,실버,3.0,오프라인
1276,2023-08-06,부산,52.0,175900.75,11,가구,VIP,5.0,모바일
1033,2023-12-18,경기,37.0,48500.25,6,도서,골드,4.0,온라인
1181,2023-05-28,서울시,29.0,37650.25,3,의류,일반,2.0,오프라인
1119,2023-07-04,대전,46.0,62300.50,8,전자제품,VIP,5.0,모바일
1045,2023-03-20,인천시,34.0,44500.00,5,식품,실버,3.0,온라인
1168,2023-11-11,서울,51.0,69900.50,9,가구,골드,4.0,오프라인
1053,2023-02-06,광주광역시,32.0,41400.75,4,도서,실버,,모바일
1155,2023-09-03,부산,48.0,173600.25,10,전자제품,VIP,5.0,온라인
1096,2023-04-11,경기도,35.0,45350.50,5,의류,실버,3.0,오프라인
1213,2023-06-02,서울,40.0,53700.00,7,식품,골드,4.0,모바일
1078,2023-10-15,대구시,27.0,35250.75,3,가구,일반,2.0,온라인
1143,2023-01-22,서울,52.0,70850.25,9,전자제품,VIP,5.0,오프라인
1173,2023-08-09,인천,39.0,51650.50,7,도서,실버,4.0,모바일
1224,2023-03-14,부산광역시,46.0,207800.75,12,의류,골드,5.0,온라인
1091,2023-05-21,대전,33.0,42850.50,5,식품,실버,3.0,오프라인
1257,2023-07-25,서울,41.0,55350.00,7,가구,골드,4.0,모바일
1066,2023-04-03,경기,28.0,36450.00,3,도서,일반,2.0,온라인
1132,2023-09-18,부산,,63100.50,8,전자제품,VIP,5.0,오프라인
1102,2023-11-05,인천,45.0,61700.00,8,의류,골드,4.0,모바일
1198,2023-02-28,서울 지역,32.0,41950.00,5,식품,실버,3.0,온라인
1243,2023-06-09,대구,49.0,169400.25,10,가구,VIP,5.0,오프라인
1123,2023-10-29,광주,36.0,46700.75,6,도서,실버,3.0,모바일
1071,2023-01-18,서울,44.0,59300.50,7,전자제품,골드,4.0,온라인
1147,2023-08-03,부산시,31.0,40300.75,4,의류,실버,3.0,오프라인
1200,2023-03-07,인천,53.0,71900.75,9,식품,VIP,,모바일
1045,2023-12-30,경기,38.0,49850.00,6,가구,골드,3.0,온라인
1166,2023-05-13,서울,27.0,193800.75,11,전자제품,일반,2.0,오프라인
1087,2023-09-30,대전시,49.0,66850.00,8,도서,VIP,4.0,모바일
1154,2023-04-18,인천,35.0,45800.25,5,의류,실버,3.0,온라인
1221,2023-07-06,서울특별시,43.0,57800.50,7,식품,골드,4.0,오프라인
1028,2023-11-24,경기,30.0,39150.75,4,가구,실버,3.0,모바일
1169,2023-02-13,부산광역시,51.0,190500.25,10,전자제품,VIP,5.0,온라인
1102,2023-06-19,서울,37.0,47700.00,6,도서,실버,3.0,오프라인
1234,2023-10-04,대구광역시,44.0,59750.50,7,의류,골드,4.0,모바일
1057,2023-01-09,인천,,35250.75,3,식품,일반,2.0,온라인
1171,2023-08-24,서울,52.0,175900.75,11,가구,VIP,5.0,오프라인
1117,2023-04-06,부산,36.0,46250.00,6,전자제품,실버,3.0,모바일
1245,2023-05-25,경기도,47.0,63900.50,8,도서,골드,4.0,온라인
1081,2023-03-29,서울,29.0,37650.25,3,의류,일반,2.0,오프라인
1139,2023-09-16,대전,51.0,205300.50,12,식품,VIP,5.0,모바일
1055,2023-12-04,광주시,38.0,49850.00,6,가구,골드,3.0,온라인
1178,2023-08-21,서울,33.0,42850.50,5,전자제품,실버,3.0,모바일
1105,2023-04-27,인천시,49.0,67300.50,8,의류,VIP,,온라인
1216,2023-06-15,부산,30.0,39150.75,4,도서,실버,3.0,오프라인
1202,2023-09-14,서울시,42.0,179800.50,10,전자제품,VIP,5.0,온라인
1012,2023-10-30,경기,29.0,37650.25,3,식품,일반,2.0,오프라인
1234,2023-01-20,대구,51.0,69300.00,9,가구,골드,4.0,모바일
1045,2023-07-14,서울,38.0,49850.00,6,의류,실버,3.0,온라인
1143,2023-02-23,인천광역시,44.0,59300.50,7,도서,골드,4.0,오프라인
1098,2023-11-17,부산,32.0,41950.00,5,식품,실버,3.0,모바일
1177,2023-05-01,서울,45.0,171800.25,10,전자제품,VIP,5.0,온라인
1121,2023-08-16,대전,31.0,40300.75,4,가구,실버,3.0,오프라인
1053,2023-03-24,경기,48.0,65500.50,8,의류,골드,4.0,모바일
1158,2023-12-11,서울 지역,35.0,44950.00,5,도서,실버,,온라인
1100,2023-04-15,광주,52.0,175900.75,11,전자제품,VIP,5.0,오프라인
1262,2023-07-23,인천,37.0,48100.75,6,식품,실버,3.0,모바일
1243,2023-06-30,대구시,43.0,58600.50,7,가구,골드,4.0,온라인
1081,2023-02-09,서울,30.0,39150.75,4,의류,일반,3.0,오프라인
1124,2023-09-22,부산시,49.0,183500.25,10,도서,VIP,5.0,모바일
1102,2023-01-04,경기도,36.0,46700.75,6,전자제품,실버,3.0,온라인
1181,2023-08-28,서울,44.0,59300.50,7,의류,골드,4.0,오프라인
1143,2023-03-19,인천,31.0,40300.75,4,식품,실버,3.0,모바일
1192,2023-11-01,서울특별시,53.0,202800.75,12,가구,VIP,5.0,온라인
1045,2023-04-13,대전시,38.0,49850.00,6,도서,골드,3.0,오프라인
1165,2023-07-29,부산,45.0,61700.00,8,전자제품,실버,4.0,모바일
1082,2023-10-19,인천,,34300.75,2,의류,일반,2.0,온라인
1154,2023-02-05,서울,52.0,71350.00,9,식품,VIP,5.0,오프라인
1209,2023-06-11,경기 지역,39.0,51650.50,7,가구,실버,3.0,모바일
1063,2023-12-26,서울,28.0,36450.00,3,도서,일반,2.0,온라인
1146,2023-05-05,부산광역시,46.0,168400.25,10,전자제품,골드,5.0,오프라인
1093,2023-08-12,대구,33.0,43300.00,5,의류,실버,3.0,모바일
1211,2023-03-02,인천시,49.0,67300.50,8,식품,VIP,4.0,온라인
1053,2023-09-08,서울,37.0,48100.75,6,가구,실버,3.0,오프라인
1133,2023-04-22,대전,51.0,69300.00,9,도서,골드,,모바일
1214,2023-10-08,서울,34.0,43700.75,5,전자제품,실버,3.0,온라인
1072,2023-01-16,경기도,42.0,56950.00,7,의류,골드,4.0,오프라인
1184,2023-07-13,부산,29.0,37650.25,3,식품,일반,2.0,모바일
1045,2023-11-30,인천광역시,50.0,192600.25,11,가구,VIP,5.0,온라인
1161,2023-02-18,서울시,36.0,46700.75,6,도서,실버,3.0,오프라인
1121,2023-05-08,광주,47.0,63900.50,8,전자제품,골드,4.0,모바일
1053,2023-08-05,대구광역시,32.0,41400.75,4,의류,실버,3.0,온라인
1175,2023-03-11,서울,,67300.50,8,식품,VIP,4.0,오프라인
1102,2023-12-23,부산,35.0,44950.00,5,가구,실버,3.0,모바일
1228,2023-04-09,경기,52.0,170900.50,10,도서,VIP,5.0,온라인
1083,2023-09-26,서울,39.0,51650.50,7,전자제품,골드,4.0,오프라인
1249,2023-06-23,인천,27.0,34750.75,2,의류,일반,2.0,모바일
1102,2023-10-13,대전시,43.0,58600.50,7,전자제품,골드,4.0,온라인
1243,2023-02-01,서울,31.0,40300.75,4,식품,실버,3.0,오프라인
1054,2023-08-19,부산시,48.0,183500.25,11,가구,VIP,5.0,모바일
1149,2023-03-30,인천,35.0,45350.50,5,도서,실버,3.0,온라인
1074,2023-05-27,서울 지역,44.0,59300.50,7,의류,골드,4.0,오프라인
1201,2023-07-18,경기,33.0,42850.50,5,전자제품,실버,3.0,모바일
1096,2023-11-03,대구시,51.0,182500.25,10,식품,VIP,5.0,온라인
1168,2023-01-31,서울,,38750.00,3,가구,일반,2.0,오프라인
1223,2023-06-07,부산광역시,47.0,63900.50,8,도서,골드,4.0,모바일
1045,2023-09-11,인천,34.0,44500.00,5,의류,실버,3.0,온라인
1107,2023-04-02,서울특별시,50.0,68900.25,9,전자제품,VIP,5.0,오프라인
1173,2023-12-16,광주,36.0,46700.75,6,식품,실버,,모바일
1128,2023-08-08,대전,42.0,57350.50,7,가구,골드,4.0,온라인
1045,2023-03-13,경기도,29.0,37650.25,3,도서,일반,2.0,오프라인
1186,2023-05-22,서울,53.0,205300.50,12,전자제품,VIP,5.0,모바일
1053,2023-09-02,인천시,38.0,49850.00,6,의류,실버,3.0,온라인
1131,2023-02-10,부산,46.0,62300.50,8,식품,골드,4.0,오프라인
1199,2023-07-20,서울,31.0,40300.75,4,가구,실버,3.0,모바일
1078,2023-11-25,대구,49.0,173600.25,10,도서,VIP,5.0,온라인
1145,2023-03-08,서울시,37.0,48100.75,6,전자제품,실버,3.0,오프라인
1219,2023-04-29,경기,45.0,61700.00,8,의류,골드,4.0,모바일
1102,2023-12-19,서울,32.0,41400.75,4,식품,실버,3.0,온라인
1172,2023-08-27,부산시,49.0,179800.50,11,가구,VIP,5.0,오프라인
1058,2023-06-12,인천광역시,34.0,44500.00,5,도서,실버,3.0,모바일
1159,2023-10-01,서울,,53700.00,7,전자제품,골드,4.0,온라인
1109,2023-01-24,대전,27.0,35250.75,2,의류,일반,2.0,오프라인
1184,2023-05-16,경기 지역,51.0,69900.50,9,식품,VIP,5.0,모바일
1045,2023-09-10,서울,39.0,51650.50,7,가구,골드,4.0,온라인
1135,2023-03-26,광주광역시,28.0,36450.00,3,도서,일반,2.0,오프라인
1208,2023-07-09,부산,47.0,192600.25,11,전자제품,VIP,5.0,모바일
1073,2023-11-14,인천,35.0,45350.50,5,의류,실버,3.0,온라인
1145,2023-04-21,서울,43.0,58600.50,7,식품,골드,4.0,오프라인
1102,2023-02-12,대구시,31.0,40300.75,4,가구,실버,3.0,모바일
1198,2023-06-25,서울 지역,52.0,176900.25,10,도서,VIP,5.0,온라인
1068,2023-10-18,경기도,36.0,46700.75,6,전자제품,실버,3.0,오프라인
1153,2023-01-07,서울,45.0,61700.00,8,의류,골드,,모바일
1242,2023-08-14,부산광역시,29.0,37650.25,3,식품,일반,2.0,온라인
1045,2023-03-01,인천,50.0,68900.25,9,가구,VIP,5.0,오프라인
1136,2023-05-18,서울특별시,37.0,48100.75,6,도서,실버,3.0,모바일
1174,2023-12-05,대전시,43.0,165400.75,10,전자제품,골드,4.0,온라인
1119,2023-07-26,광주,31.0,40300.75,4,의류,실버,3.0,오프라인
1199,2023-11-09,서울,48.0,65500.50,8,식품,골드,4.0,모바일
1082,2023-04-12,부산시,34.0,44500.00,5,가구,실버,3.0,온라인
1156,2023-02-17,경기,52.0,183500.25,11,도서,VIP,5.0,오프라인
1053,2023-09-04,서울,39.0,51650.50,7,전자제품,골드,4.0,모바일
1117,2023-06-16,인천시,28.0,36450.00,3,의류,일반,2.0,온라인
1275,2023-10-24,대구광역시,46.0,185700.25,10,식품,VIP,5.0,오프라인
1102,2023-01-10,서울,33.0,42850.50,5,가구,실버,3.0,모바일
1144,2023-08-02,부산,51.0,68900.25,9,도서,골드,4.0,온라인
1045,2023-04-10,대전,,40300.75,4,전자제품,실버,3.0,오프라인
1183,2023-12-29,서울,48.0,65500.50,8,의류,VIP,5.0,모바일
1128,2023-07-05,인천광역시,35.0,45350.50,5,식품,실버,3.0,온라인
1253,2023-03-21,경기도,42.0,187900.50,11,가구,골드,4.0,오프라인
1066,2023-05-26,서울,29.0,37650.25,3,도서,일반,2.0,모바일
1123,2023-09-13,광주시,50.0,67300.50,8,전자제품,VIP,5.0,온라인
1195,2023-11-28,서울시,36.0,46700.75,6,의류,실버,3.0,오프라인
1083,2023-02-22,부산,44.0,59300.50,7,식품,골드,4.0,모바일
1137,2023-08-30,인천,31.0,40300.75,4,가구,실버,3.0,온라인
1068,2023-04-17,서울,,205300.50,12,도서,VIP,5.0,오프라인
1155,2023-12-01,대구시,39.0,51650.50,7,전자제품,골드,4.0,모바일
1102,2023-06-14,서울,27.0,35250.75,2,의류,일반,2.0,온라인
1267,2023-10-28,경기 지역,51.0,69900.50,9,식품,VIP,5.0,오프라인
1053,2023-03-04,부산광역시,37.0,48100.75,6,가구,실버,3.0,모바일
1129,2023-05-31,서울특별시,45.0,173600.25,10,도서,골드,4.0,온라인
1085,2023-07-24,인천,32.0,41400.75,4,전자제품,실버,3.0,오프라인
1186,2023-11-07,대전시,49.0,67300.50,8,의류,VIP,,모바일
1143,2023-01-28,서울,36.0,46700.75,6,식품,실버,3.0,온라인
1216,2023-09-21,부산시,43.0,58600.50,7,가구,골드,4.0,오프라인
1045,2023-03-18,경기도,29.0,37650.25,3,도서,일반,2.0,모바일
1163,2023-05-12,서울,52.0,190500.25,11,전자제품,VIP,5.0,온라인
1102,2023-12-27,광주,38.0,49850.00,6,의류,실버,3.0,오프라인
1187,2023-08-11,대구시,45.0,61700.00,8,식품,골드,4.0,모바일
1063,2023-04-24,서울,33.0,42850.50,5,가구,실버,3.0,온라인
1154,2023-02-19,인천시,49.0,195300.75,10,도서,VIP,5.0,오프라인
1094,2023-06-29,서울 지역,36.0,46700.75,6,전자제품,실버,3.0,모바일
1132,2023-10-06,부산광역시,43.0,58600.50,7,의류,골드,4.0,온라인
1071,2023-01-17,서울,30.0,39150.75,4,식품,일반,3.0,오프라인
1148,2023-08-29,대전,48.0,179800.50,11,가구,VIP,5.0,모바일
1053,2023-12-14,인천광역시,35.0,45350.50,5,도서,실버,3.0,온라인
1177,2023-03-27,경기,42.0,56950.00,7,전자제품,골드,4.0,오프라인
1112,2023-05-20,서울시,29.0,37650.25,3,의류,일반,2.0,모바일
1258,2023-09-28,부산,51.0,182500.25,10,식품,VIP,5.0,온라인
1045,2023-02-04,대구광역시,38.0,49850.00,6,가구,실버,3.0,오프라인
1142,2023-07-12,서울,,61700.00,8,도서,골드,4.0,모바일
1097,2023-10-25,인천시,33.0,42850.50,5,전자제품,실버,3.0,온라인
1212,2023-04-08,광주,49.0,67300.50,8,의류,VIP,5.0,오프라인
1074,2023-11-21,서울특별시,36.0,46700.75,6,식품,실버,3.0,모바일
1151,2023-03-16,부산,44.0,59300.50,7,가구,골드,4.0,온라인
1102,2023-06-06,경기도,31.0,40300.75,4,도서,실버,3.0,오프라인
1193,2023-09-24,서울,53.0,187900.50,11,전자제품,VIP,5.0,모바일
1057,2023-01-14,대전시,37.0,48100.75,6,의류,실버,3.0,온라인
1159,2023-08-20,서울,45.0,61700.00,8,식품,골드,4.0,오프라인
1070,2023-04-05,부산시,32.0,41400.75,4,가구,실버,3.0,모바일
1153,2023-12-25,인천광역시,49.0,67300.50,8,도서,VIP,,온라인
1104,2023-05-30,서울,35.0,45350.50,5,전자제품,실버,3.0,오프라인
1171,2023-07-16,대구시,42.0,195300.75,10,의류,골드,4.0,모바일
1045,2023-11-04,경기 지역,30.0,39150.75,4,식품,일반,3.0,온라인
1128,2023-03-25,서울,47.0,63900.50,8,가구,VIP,5.0,오프라인
1061,2023-09-06,부산광역시,34.0,44500.00,5,도서,실버,3.0,모바일
1187,2023-01-25,인천,51.0,173600.25,10,전자제품,골드,5.0,온라인
1053,2023-06-01,서울시,38.0,49850.00,6,의류,실버,3.0,오프라인
1134,2023-10-16,대전,46.0,62300.50,8,식품,VIP,5.0,모바일
1099,2023-02-15,서울,32.0,41400.75,4,가구,실버,3.0,온라인
1147,2023-08-23,경기도,49.0,176900.25,11,도서,골드,4.0,오프라인
1092,2023-04-19,부산,36.0,46700.75,6,전자제품,실버,3.0,모바일
1175,2023-12-10,서울 지역,44.0,59300.50,7,의류,골드,4.0,온라인
1045,2023-07-28,인천시,31.0,40300.75,4,식품,실버,3.0,오프라인
1129,2023-03-10,대구광역시,50.0,205300.50,12,가구,VIP,5.0,모바일
1064,2023-05-04,서울특별시,37.0,48100.75,6,도서,실버,3.0,온라인
1215,2023-09-17,부산,45.0,61700.00,8,전자제품,골드,4.0,오프라인
1088,2023-11-27,광주시,32.0,41400.75,4,의류,실버,3.0,모바일
1194,2023-01-12,서울,49.0,195300.75,10,식품,VIP,5.0,온라인
1102,2023-06-22,경기,35.0,45350.50,5,가구,실버,3.0,오프라인
1155,2023-10-11,대전시,42.0,57350.50,7,도서,골드,4.0,모바일
1053,2023-08-17,서울,,37650.25,3,전자제품,일반,2.0,온라인
1127,2023-02-24,인천광역시,51.0,69900.50,9,의류,VIP,5.0,오프라인
1084,2023-04-26,부산시,38.0,49850.00,6,식품,실버,3.0,모바일
1167,2023-12-22,서울,46.0,62300.50,8,가구,골드,4.0,온라인
1045,2023-05-10,대구시,33.0,42850.50,5,도서,실버,3.0,오프라인
1113,2023-09-20,경기도,50.0,187900.50,11,전자제품,VIP,5.0,모바일
1075,2023-03-03,서울,37.0,48100.75,6,의류,실버,3.0,온라인
1158,2023-07-07,부산광역시,43.0,58600.50,7,식품,골드,4.0,오프라인
1102,2023-11-15,인천,30.0,39150.75,4,가구,일반,3.0,모바일
1195,2023-01-30,서울시,52.0,173600.25,10,도서,VIP,5.0,온라인
1054,2023-08-04,대전,39.0,51650.50,7,전자제품,골드,4.0,오프라인
1141,2023-04-14,서울특별시,28.0,36450.00,3,의류,일반,2.0,모바일
1225,2023-06-03,경기 지역,46.0,187900.50,10,식품,VIP,5.0,온라인
1068,2023-02-20,부산,34.0,44500.00,5,가구,실버,3.0,오프라인
1199,2023-10-03,서울,42.0,56950.00,7,도서,골드,4.0,모바일
1085,2023-12-20,인천시,29.0,37650.25,3,전자제품,일반,2.0,온라인
1149,2023-07-02,대구광역시,51.0,178200.50,11,의류,VIP,5.0,오프라인
1045,2023-03-22,서울,38.0,49850.00,6,식품,실버,3.0,모바일
1124,2023-05-23,부산시,44.0,59300.50,7,가구,골드,4.0,온라인
1091,2023-09-09,광주,31.0,40300.75,4,도서,실버,3.0,오프라인
1181,2023-11-18,서울 지역,49.0,183500.25,10,전자제품,VIP,5.0,모바일
1053,2023-01-03,경기도,36.0,46700.75,6,의류,실버,,온라인
1132,2023-08-26,부산광역시,43.0,58600.50,7,식품,골드,4.0,오프라인
1095,2023-02-11,서울,30.0,39150.75,4,가구,일반,3.0,모바일
1156,2023-06-18,인천광역시,47.0,189800.50,11,도서,VIP,5.0,온라인
1104,2023-04-04,대전시,35.0,45350.50,5,전자제품,실버,3.0,오프라인
1175,2023-10-23,서울,42.0,56950.00,7,의류,골드,4.0,모바일
1045,2023-12-08,부산,29.0,37650.25,3,식품,일반,2.0,온라인
1115,2023-07-31,경기 지역,51.0,183500.25,10,가구,VIP,5.0,오프라인
1053,2023-03-06,서울특별시,38.0,49850.00,6,도서,실버,3.0,모바일
1138,2023-05-14,대구시,44.0,59300.50,7,전자제품,골드,4.0,온라인
1081,2023-09-27,인천,32.0,41400.75,4,의류,실버,3.0,오프라인
1236,2023-01-21,서울,49.0,169400.25,10,식품,VIP,5.0,모바일
1102,2023-11-10,부산시,35.0,45350.50,5,가구,실버,3.0,온라인
